Unnamed: 0,ALG,Optimum,Blocking Pairs,Sum_Profit,Sum_ETA,Sum_Max_Possible_Profit,Min_Profit,Max_Profit,Sum_Min_Possible_ETA,Min_ETA,Max_ETA,rel_Profit_Performance,rel_ETA_Performance,n,ID,Alg
195,ALG2,Passenger-optimal,823,3267,1054.0,5828,6,98,0,0,54,0.5605696636925189,0.0,60,F2P,F2P
196,ALG1,Passenger-optimal,575,5274,1040.0,5827,24,99,0,0,55,0.9050969624163377,0.0,60,F1P,F1P
197,ALG2,Passenger-optimal,782,3034,1169.0,5827,1,98,0,0,54,0.5206795949888451,0.0,60,F2P,F2P
198,ALG1,Passenger-optimal,768,5037,915.0,5810,19,99,0,0,53,0.8669535283993115,0.0,60,F1P,F1P
199,ALG2,Passenger-optimal,901,2923,1159.0,5810,2,99,0,0,53,0.5030981067125645,0.0,60,F2P,F2P
200,ALG1,Passenger-optimal,503,5032,1088.0,5791,2,99,0,0,56,0.8689345536176826,0.0,60,F1P,F1P
201,ALG2,Passenger-optimal,754,3138,902.0,5791,1,99,0,0,49,0.5418753237782766,0.0,60,F2P,F2P
202,ALG1,Passenger-optimal,574,4974,1092.0,5812,15,99,0,0,48,0.8558155540261528,0.0,60,F1P,F1P
203,ALG2,Passenger-optimal,813,3213,784.0,5812,6,98,0,0,45,0.5528217481073641,0.0,60,F2P,F2P
204,ALG1,Passenger-optimal,527,5499,991.0,5812,66,99,0,0,48,0.9461459050240881,0.0,60,F1P,F1P
205,ALG2,Passenger-optimal,788,3211,1276.0,5812,1,98,0,0,54,0.5524776324845148,0.0,60,F2P,F2P
206,ALG1,Passenger-optimal,719,5036,976.0,5812,23,99,0,0,57,0.8664831383344804,0.0,60,F1P,F1P
207,ALG2,Passenger-optimal,691,3112,1115.0,5812,1,97,0,0,52,0.5354439091534756,0.0,60,F2P,F2P
208,ALG1,Passenger-optimal,461,5239,1168.0,5813,17,99,0,0,56,0.9012558059521761,0.0,60,F1P,F1P
209,ALG2,Passenger-optimal,784,3036,1190.0,5813,1,99,0,0,55,0.5222776535351797,0.0,60,F2P,F2P
210,ALG1,Passenger-optimal,582,5002,1075.0,5818,15,99,0,0,52,0.8597456170505329,0.0,60,F1P,F1P
211,ALG2,Passenger-optimal,826,3013,1149.0,5818,1,99,0,0,48,0.5178755586112066,0.0,60,F2P,F2P
212,ALG1,Passenger-optimal,639,5243,1026.0,5821,24,99,0,0,58,0.9007043463322453,0.0,60,F1P,F1P
213,ALG2,Passenger-optimal,913,2997,928.0,5821,3,98,0,0,55,0.5148599896924927,0.0,60,F2P,F2P
214,ALG1,Passenger-optimal,656,5135,1164.0,5823,20,99,0,0,54,0.8818478447535635,0.0,60,F1P,F1P
215,ALG2,Passenger-optimal,942,2995,1257.0,5823,2,97,0,0,56,0.5143396874463335,0.0,60,F2P,F2P
216,ALG1,Passenger-optimal,655,5194,938.0,5849,28,99,0,0,50,0.88801504530689,0.0,60,F1P,F1P
217,ALG2,Passenger-optimal,779,3042,1130.0,5849,1,99,0,0,52,0.5200889040861686,0.0,60,F2P,F2P
